WKRCF,y,3.89,20170517
WKRCF,p,23.7,20170517
WKRCF,k,26.18,20170517
WKRCF,j,13.9,20170517
WKRCF,k5,-11.0,20170517
WKRCF,j6,67.63,20170517
WKRCF,e,0.88,20170517
WKRCF,b4,16.91,20170517
WKRCF,p5,1.12,20170517
WKRCF,p6,1.4,20170517
WKRCF,r,26.36,20170517
WKRCF,m6,29.51,20170517
WKRCF,m8,-0.06,20170517
WKRCF,d,0.56,20170517
WLFDY,y,1.03,20170517
WLFDY,p,4.34,20170517
WLFDY,k,5.49,20170517
WLFDY,j,4.34,20170517
WLFDY,k5,-20.95,20170517
WLFDY,j6,0.0,20170517
WLFDY,e,-0.56,20170517
WLFDY,b4,2.75,20170517
WLFDY,p5,0.64,20170517
WLFDY,p6,1.58,20170517
WLFDY,m6,-10.59,20170517
WLFDY,m8,-10.55,20170517
WLFDY,d,0.04,20170517
WLG.L,p,317.5,20170517
WLG.L,k,325.0,20170517
WLG.L,j,160.0,20170517
WLG.L,k5,-4.62,20170517
WLG.L,j6,93.75,20170517
WLG.L,e,125.6,20170517
WLG.L,e7,10.4,20170517
WLG.L,m6,21.37,20170517
WLG.L,m8,-1.17,20170517
WLK,y,1.24,20170517
WLK,p,63.71,20170517
WLK,k,68.08,20170517
WLK,j,39.48,20170517
WLK,k5,-9.64,20170517
WLK,j6,55.83,20170517
WLK,e,3.18,20170517
WLK,e7,4.34,20170517
WLK,e8,4.7,20170517
WLK,t8,72.33,20170517
WLK,b4,28.36,20170517
WLK,p5,1.36,20170517
WLK,p6,2.25,20170517
WLK,r,19.35,20170517
WLK,r5,1.84,20170517
WLK,r6,14.18,20170517
WLK,r7,13.09,20170517
WLK,m6,1.04,20170517
WLK,m8,-3.8,20170517
WLK,d,0.76,20170517
WLKP,y,5.72,20170517
WLKP,p,25.15,20170517
WLKP,k,26.25,20170517
WLKP,j,18.73,20170517
WLKP,k5,-5.33,20170517
WLKP,j6,32.67,20170517
WLKP,e,1.43,20170517
WLKP,e7,1.51,20170517
WLKP,e8,1.44,20170517
WLKP,t8,28.67,20170517
WLKP,b4,12.76,20170517
WLKP,p5,0.67,20170517
WLKP,p6,1.97,20170517
WLKP,r,17.41,20170517
WLKP,r5,0.27,20170517
WLKP,r6,16.46,20170517
WLKP,r7,17.26,20170517
WLKP,m6,6.09,20170517
WLKP,m8,-1.09,20170517
WLKP,d,1.42,20170517
WLMIF,y,2.38,20170517
WLMIF,p,2.66,20170517
WLMIF,k,2.84,20170517
WLMIF,j,2.19,20170517
WLMIF,k5,-6.34,20170517
WLMIF,j6,21.46,20170517
WLMIF,e,0.15,20170517
WLMIF,b4,2.29,20170517
WLMIF,p5,0.41,20170517
WLMIF,p6,1.16,20170517
WLMIF,r,17.27,20170517
WLMIF,m6,4.1,20170517
WLMIF,m8,5.89,20170517
WLMIF,d,0.06,20170517
WLTW,y,1.49,20170517
WLTW,p,142.65,20170517
WLTW,k,146.3,20170517
WLTW,j,112.76,20170517
WLTW,k5,-3.6,20170517
WLTW,j6,25.07,20170517
WLTW,e,3.8,20170517
WLTW,e7,8.59,20170517
WLTW,e8,9.82,20170517
WLTW,t8,150.94,20170517
WLTW,b4,75.9,20170517
WLTW,p5,2.46,20170517
WLTW,p6,1.88,20170517
WLTW,r,37.09,20170517
WLTW,r5,1.55,20170517
WLTW,r6,16.42,20170517
WLTW,r7,14.36,20170517
WLTW,m6,10.81,20170517
WLTW,m8,5.7,20170517
WLTW,d,2.12,20170517
WLWHY,y,3.81,20170517
WLWHY,p,5.5,20170517
WLWHY,k,7.15,20170517
WLWHY,j,4.51,20170517
WLWHY,k5,-26.01,20170517
WLWHY,j6,17.29,20170517
WLWHY,e,0.41,20170517
WLWHY,b4,1.49,20170517
WLWHY,p5,1.04,20170517
WLWHY,p6,3.7,20170517
WLWHY,r,12.93,20170517
WLWHY,m6,-0.26,20170517
WLWHY,m8,-2.52,20170517
WLWHY,d,0.2,20170517
WM,y,2.36,20170517
WM,p,71.25,20170517
WM,k,74.58,20170517
WM,j,60.41,20170517
WM,k5,-4.81,20170517
WM,j6,17.51,20170517
WM,e,2.74,20170517
WM,e7,3.18,20170517
WM,e8,3.47,20170517
WM,t8,76.56,20170517
WM,b4,12.48,20170517
WM,p5,2.27,20170517
WM,p6,5.71,20170517
WM,r,25.9,20170517
WM,r5,2.18,20170517
WM,r6,22.32,20170517
WM,r7,20.46,20170517
WM,m6,0.14,20170517
WM,m8,-2.46,20170517
WM,d,1.7,20170517
WMB,y,3.96,20170517
WMB,p,30.62,20170517
WMB,k,32.69,20170517
WMB,j,19.6,20170517
WMB,k5,-7.56,20170517
WMB,j6,54.18,20170517
WMB,e,0.01,20170517
WMB,e7,0.99,20170517
WMB,e8,0.99,20170517
WMB,t8,33.28,20170517
WMB,b4,10.22,20170517
WMB,p5,3.23,20170517
WMB,p6,3.0,20170517
WMB,r,2014.67,20170517
WMB,r5,3.11,20170517
WMB,r6,30.53,20170517
WMB,r7,30.53,20170517
WMB,m6,1.89,20170517
WMB,m8,0.06,20170517
WMB,d,1.2,20170517
WMC,y,12.54,20170517
WMC,p,10.01,20170517
WMC,k,11.18,20170517
WMC,j,8.71,20170517
WMC,k5,-11.1467,20170517
WMC,j6,14.0505,20170517
WMC,e,0.748,20170517
WMC,e7,1.21,20170517
WMC,e8,1.26,20170517
WMC,t8,10.0,20170517
WMC,b4,10.451,20170517
WMC,p5,7.638,20170517
WMC,p6,0.9578,20170517
WMC,r,13.2805,20170517
WMC,r5,1.66,20170517
WMC,r6,8.2098,20170517
WMC,r7,7.884,20170517
WMC,m6,-2.9902,20170517
WMC,m8,-2.0171,20170517
WMC,d,1.24,20170517
WMGIZ,p,1.4,20170517
WMGIZ,k,2.67,20170517
WMGIZ,j,1.2,20170517
WMGIZ,k5,-47.5618,20170517
WMGIZ,j6,16.675,20170517
WMGIZ,b4,0.0,20170517
WMGIZ,r5,0.0,20170517
WMGIZ,m6,-3.063,20170517
WMGIZ,m8,-6.3748,20170517
WMH.L,p,288.0,20170517
WMH.L,k,353.6,20170517
WMH.L,j,235.5,20170517
WMH.L,k5,-18.27,20170517
WMH.L,j6,22.72,20170517
WMH.L,e,18.8,20170517
WMH.L,e7,24.21,20170517
WMH.L,b4,1.43,20170517
WMH.L,p5,153.82,20170517
WMH.L,p6,201.26,20170517
WMH.L,r,15.37,20170517
WMH.L,r5,1.86,20170517
WMH.L,r6,11.94,20170517
WMH.L,r7,11.18,20170517
WMH.L,m6,1.1,20170517
WMH.L,m8,-1.97,20170517
WMK,y,2.22,20170517
WMK,p,53.92,20170517
WMK,k,68.88,20170517
WMK,j,46.1,20170517
WMK,k5,-22.76,20170517
WMK,j6,15.4,20170517
WMK,e,2.93,20170517
WMK,e7,,20170517
WMK,t8,31.0,20170517
WMK,b4,34.45,20170517
WMK,p5,0.45,20170517
WMK,p6,1.57,20170517
WMK,r,18.14,20170517
WMK,m6,-11.49,20170517
WMK,m8,-9.82,20170517
WMK,d,1.2,20170517
WML.IL,p,5.232,20170517
WML.IL,k,5.759,20170517
WML.IL,j,4.366,20170517
WML.IL,k5,-9.149,20170517
WML.IL,j6,19.846,20170517
WML.IL,b4,0.0,20170517
WML.IL,r5,0.0,20170517
WML.IL,m6,-99.0,20170517
WML.IL,m8,-99.0,20170517
WMLP,y,15.19,20170517
WMLP,p,3.06,20170517
WMLP,k,6.9,20170517
WMLP,j,3.0,20170517
WMLP,k5,-55.65,20170517
WMLP,j6,2.0,20170517
WMLP,e,-1.78,20170517
WMLP,e7,-11.62,20170517
WMLP,e8,-11.62,20170517
WMLP,t8,0.92,20170517
WMLP,b4,-3.46,20170517
WMLP,p5,0.16,20170517
WMLP,m6,-41.51,20170517
WMLP,m8,-33.19,20170517
WMLP,d,0.53,20170517
WMMVF,y,1.77,20170517
WMMVF,p,2.28,20170517
WMMVF,k,2.49,20170517
WMMVF,j,1.6,20170517
WMMVF,k5,-9.24,20170517
WMMVF,j6,40.87,20170517
WMMVF,e,0.1,20170517
WMMVF,e7,0.09,20170517
WMMVF,e8,0.1,20170517
WMMVF,t8,45.0,20170517
WMMVF,b4,0.37,20170517
WMMVF,p5,1.41,20170517
WMMVF,p6,6.21,20170517
WMMVF,r,22.38,20170517
WMMVF,r5,1327.11,20170517
WMMVF,r6,25.11,20170517
WMMVF,r7,22.6,20170517
WMMVF,m6,13.48,20170517
WMMVF,m8,-1.1,20170517
WMMVF,d,0.03,20170517
WMMVY,y,1.5,20170517
WMMVY,p,22.77,20170517
WMMVY,k,24.91,20170517
WMMVY,j,15.95,20170517
WMMVY,k5,-8.79,20170517
WMMVY,j6,42.45,20170517
WMMVY,e,1.01,20170517
WMMVY,e7,0.99,20170517
WMMVY,e8,0.99,20170517
WMMVY,t8,26.45,20170517
WMMVY,b4,3.67,20170517
WMMVY,p5,1.41,20170517
WMMVY,p6,6.2,20170517
WMMVY,r,22.5,20170517
WMMVY,r5,2.17,20170517
WMMVY,r6,22.95,20170517
WMMVY,r7,22.95,20170517
WMMVY,m6,13.79,20170517
WMMVY,m8,-1.02,20170517
WMMVY,d,0.34,20170517
WMPN,y,1.17,20170517
WMPN,p,24.0,20170517
WMPN,k,27.79,20170517
WMPN,j,19.92,20170517
WMPN,k5,-13.64,20170517
WMPN,j6,20.48,20170517
WMPN,e,0.72,20170517
WMPN,b4,17.58,20170517
WMPN,p5,8.83,20170517
WMPN,p6,1.37,20170517
WMPN,r,33.47,20170517
WMPN,m6,3.69,20170517
WMPN,m8,-3.14,20170517
WMPN,d,0.28,20170517
WMS,y,1.08,20170517
WMS,p,22.05,20170517
WMS,k,28.49,20170517
WMS,j,18.6,20170517
WMS,k5,-25.06,20170517
WMS,j6,14.78,20170517
WMS,e,0.61,20170517
WMS,e7,1.09,20170517
WMS,e8,0.92,20170517
WMS,t8,24.29,20170517
WMS,b4,4.27,20170517
WMS,p5,0.97,20170517
WMS,p6,5.16,20170517
WMS,r,35.0,20170517
WMS,r5,1.38,20170517
WMS,r6,30.07,20170517
WMS,r7,23.21,20170517
WMS,m6,-2.99,20170517
WMS,m8,-4.74,20170517
WMS,d,0.24,20170517
WMT,y,2.69,20170517
WMT,p,75.11,20170517
WMT,k,77.05,20170517
WMT,j,62.72,20170517
WMT,k5,-2.47,20170517
WMT,j6,19.82,20170517
WMT,e,4.38,20170517
WMT,e7,4.32,20170517
WMT,e8,4.55,20170517
WMT,t8,75.18,20170517
WMT,b4,25.52,20170517
WMT,p5,0.47,20170517
WMT,p6,2.94,20170517
WMT,r,17.16,20170517
WMT,r5,3.48,20170517
WMT,r6,17.36,20170517
WMT,r7,16.52,20170517
WMT,m6,6.24,20170517
WMT,m8,1.29,20170517
WMT,d,2.04,20170517
WN-PA.TO,p,25.98,20170517
WN-PA.TO,k,26.34,20170517
WN-PA.TO,j,25.23,20170517
WN-PA.TO,k5,-1.63,20170517
WN-PA.TO,j6,2.7,20170517
WN-PA.TO,e,3.14,20170517
WN-PA.TO,m6,1.8,20170517
WN-PA.TO,m8,2.39,20170517
WN-PC.TO,p,25.22,20170517
WN-PC.TO,k,25.61,20170517
WN-PC.TO,j,23.54,20170517
WN-PC.TO,k5,-1.56,20170517
WN-PC.TO,j6,7.09,20170517
WN-PC.TO,e,3.14,20170517
WN-PC.TO,m6,1.89,20170517
WN-PC.TO,m8,0.22,20170517
WN-PE.TO,p,23.71,20170517
WN-PE.TO,k,24.2,20170517
WN-PE.TO,j,21.67,20170517
WN-PE.TO,k5,-2.48,20170517
WN-PE.TO,j6,8.91,20170517
WN-PE.TO,e,2.8,20170517
WN-PE.TO,m6,2.82,20170517
WN-PE.TO,m8,-0.06,20170517
WN.TO,y,1.48,20170517
WN.TO,p,123.57,20170517
WN.TO,k,125.67,20170517
WN.TO,j,100.41,20170517
WN.TO,k5,-3.31,20170517
WN.TO,j6,21.01,20170517
WN.TO,e,3.9,20170517
WN.TO,e7,6.99,20170517
WN.TO,b4,54.43,20170517
WN.TO,p5,0.33,20170517
WN.TO,p6,2.27,20170517
WN.TO,r,31.12,20170517
WN.TO,r5,2.01,20170517
WN.TO,r6,17.38,20170517
WN.TO,r7,15.6,20170517
WN.TO,m6,7.34,20170517
WN.TO,m8,1.84,20170517
WN.TO,d,1.82,20170517
WNC,y,1.12,20170517
WNC,p,21.5,20170517
WNC,k,24.16,20170517
WNC,j,10.74,20170517
WNC,k5,-13.82,20170517
WNC,j6,93.85,20170517
WNC,e,1.72,20170517
WNC,e7,1.53,20170517
WNC,e8,1.51,20170517
WNC,t8,22.43,20170517
WNC,b4,7.97,20170517
WNC,p5,0.73,20170517
WNC,p6,2.7,20170517
WNC,r,12.08,20170517
WNC,r5,0.94,20170517
WNC,r6,13.61,20170517
WNC,r7,13.79,20170517
WNC,m6,14.83,20170517
WNC,m8,-1.32,20170517
WNC,d,0.24,20170517
WNDLF,y,2.02,20170517
WNDLF,p,143.5,20170517
WNDLF,k,143.5,20170517
WNDLF,j,103.1,20170517
WNDLF,k5,0.0,20170517
WNDLF,j6,39.19,20170517
WNDLF,e,-9.14,20170517
WNDLF,b4,53.95,20170517
WNDLF,p5,0.72,20170517
WNDLF,p6,2.66,20170517
WNDLF,m6,18.72,20170517
WNDLF,m8,9.58,20170517
WNDLF,d,2.44,20170517
WNEB,y,1.17,20170517
WNEB,p,10.3,20170517
WNEB,k,10.75,20170517
WNEB,j,7.35,20170517
WNEB,k5,-6.05,20170517
WNEB,j6,37.41,20170517
WNEB,e,0.35,20170517
WNEB,e7,0.59,20170517
WNEB,e8,0.62,20170517
WNEB,t8,11.44,20170517
WNEB,b4,8.31,20170517
WNEB,p5,6.21,20170517
WNEB,p6,1.24,20170517
WNEB,r,29.19,20170517
WNEB,r5,1.75,20170517
WNEB,r6,17.12,20170517
WNEB,r7,16.29,20170517
WNEB,m6,5.91,20170517
WNEB,m8,-2.04,20170517
WNEB,d,0.12,20170517
WNGRF,y,1.62,20170517
WNGRF,p,91.56,20170517
WNGRF,k,91.56,20170517
WNGRF,j,76.25,20170517
WNGRF,k5,-1.68,20170517
WNGRF,j6,18.06,20170517
WNGRF,e,2.87,20170517
WNGRF,b4,39.96,20170517
WNGRF,p5,0.33,20170517
WNGRF,p6,2.29,20170517
WNGRF,r,31.4,20170517
WNGRF,m6,6.53,20170517
WNGRF,m8,2.2,20170517
WNGRF,d,1.31,20170517
WNR,y,4.34,20170517
WNR,p,35.48,20170517
WNR,k,40.09,20170517
WNR,j,18.14,20170517
WNR,k5,-10.75,20170517
WNR,j6,97.24,20170517
WNR,e,1.0,20170517
WNR,e7,1.55,20170517
WNR,e8,2.78,20170517
WNR,t8,36.13,20170517
WNR,b4,15.28,20170517
WNR,p5,0.45,20170517
WNR,p6,2.32,20170517
WNR,r,35.64,20170517
WNR,r5,0.78,20170517
WNR,r6,23.08,20170517
WNR,r7,12.87,20170517
WNR,m6,0.94,20170517
WNR,m8,2.91,20170517
WNR,d,1.52,20170517
WNRL,y,7.27,20170517
WNRL,p,25.25,20170517
WNRL,k,26.28,20170517
WNRL,j,18.85,20170517
WNRL,k5,-4.87,20170517
WNRL,j6,32.63,20170517
WNRL,e,1.29,20170517
WNRL,e7,1.52,20170517
WNRL,e8,1.81,20170517
WNRL,t8,27.67,20170517
WNRL,b4,1.7,20170517
WNRL,p5,0.65,20170517
WNRL,p6,14.82,20170517
WNRL,r,19.38,20170517
WNRL,r5,0.76,20170517
WNRL,r6,16.45,20170517
WNRL,r7,13.81,20170517
WNRL,m6,8.11,20170517
WNRL,m8,0.25,20170517
WNRL,d,1.81,20170517
WNRP,y,1.98,20170517
WNRP,p,560.0,20170517
WNRP,k,560.0,20170517
WNRP,j,415.0,20170517
WNRP,k5,0.0,20170517
WNRP,j6,34.94,20170517
WNRP,e,31.57,20170517
WNRP,b4,495.21,20170517
WNRP,p5,3.36,20170517
WNRP,p6,1.13,20170517
WNRP,r,17.74,20170517
WNRP,m6,11.51,20170517
WNRP,m8,2.4,20170517
WNRP,d,11.0,20170517
WNXDY,p,14.28,20170517
WNXDY,k,14.97,20170517
WNXDY,j,11.28,20170517
WNXDY,k5,-4.61,20170517
WNXDY,j6,26.6,20170517
WNXDY,e,0.73,20170517
WNXDY,b4,3.0,20170517
WNXDY,p5,0.76,20170517
WNXDY,p6,4.76,20170517
WNXDY,r,19.43,20170517
WNXDY,m6,0.07,20170517
WNXDY,m8,0.0,20170517
WOL.VI,p,19.1,20170517
WOL.VI,k,26.01,20170517
WOL.VI,j,19.1,20170517
WOL.VI,k5,-26.37,20170517
WOL.VI,j6,0.26,20170517
WOL.VI,e7,1.56,20170517
WOL.VI,m6,-7.05,20170517
WOL.VI,m8,-0.99,20170517
WOLWF,y,4.95,20170517
WOLWF,p,19.83,20170517
WOLWF,k,20.49,20170517
WOLWF,j,15.19,20170517
WOLWF,k5,-3.22,20170517
WOLWF,j6,30.56,20170517
WOLWF,e,0.27,20170517
WOLWF,b4,5.33,20170517
WOLWF,p5,0.58,20170517
WOLWF,p6,3.72,20170517
WOLWF,r,72.9,20170517
WOLWF,m6,6.69,20170517
WOLWF,m8,-0.33,20170517
WOLWF,d,0.83,20170517
WONEF,p,1.004,20170517
WONEF,k,1.072,20170517
WONEF,j,1.004,20170517
WONEF,k5,-6.308,20170517
WONEF,j6,0.0,20170517
WONEF,e,-10.687,20170517
WONEF,b4,3.792,20170517
WONEF,p5,0.188,20170517
WONEF,p6,0.265,20170517
WONEF,r5,0.0,20170517
WONEF,m6,125.562,20170517
WONEF,m8,69.227,20170517
WOOD,p,60.07,20170517
WOOD,k,60.07,20170517
WOOD,j,42.8,20170517
WOOD,k5,-1.475,20170517
WOOD,j6,38.28,20170517
WOOD,b4,0.0,20170517
WOOD,r5,0.0,20170517
WOOD,m6,6.645,20170517
WOOD,m8,0.953,20170517
WOPEY,y,3.46,20170517
WOPEY,p,24.15,20170517
WOPEY,k,25.39,20170517
WOPEY,j,18.45,20170517
WOPEY,k5,-5.83,20170517
WOPEY,j6,29.58,20170517
WOPEY,e,1.04,20170517
WOPEY,e7,1.85,20170517
WOPEY,t8,44.82,20170517
WOPEY,b4,17.61,20170517
WOPEY,p5,4.99,20170517
WOPEY,p6,1.37,20170517
WOPEY,r,22.99,20170517
WOPEY,m6,1.44,20170517
WOPEY,m8,-2.06,20170517
WOPEY,d,0.83,20170517
WOR,y,1.93,20170517
WOR,p,42.38,20170517
WOR,k,62.44,20170517
WOR,j,34.31,20170517
WOR,k5,-33.38,20170517
WOR,j6,21.25,20170517
WOR,e,3.2,20170517
WOR,e7,3.17,20170517
WOR,e8,3.07,20170517
WOR,t8,45.0,20170517
WOR,b4,14.31,20170517
WOR,p5,0.94,20170517
WOR,p6,2.96,20170517
WOR,r,12.99,20170517
WOR,r5,0.32,20170517
WOR,r6,13.12,20170517
WOR,r7,13.55,20170517
WOR,m6,-15.34,20170517
WOR,m8,-4.13,20170517
WOR,d,0.8,20170517
WOR.L,p,207.5,20170517
WOR.L,k,240.0,20170517
WOR.L,j,135.0,20170517
WOR.L,k5,-13.54,20170517
WOR.L,j6,53.7,20170517
WOR.L,e,14.5,20170517
WOR.L,e7,,20170517
WOR.L,b4,1.26,20170517
WOR.L,p5,185.54,20170517
WOR.L,p6,164.29,20170517
WOR.L,r,14.31,20170517
WOR.L,m6,2.57,20170517
WOR.L,m8,-3.65,20170517
WOS.L,y,2.04,20170517
WOS.L,p,4996.0,20170517
WOS.L,k,5285.0,20170517
WOS.L,j,3489.0,20170517
WOS.L,k5,-6.91,20170517
WOS.L,j6,41.01,20170517
WOS.L,e,239.4,20170517
WOS.L,e7,302.31,20170517
WOS.L,b4,12.32,20170517
WOS.L,p5,77.91,20170517
WOS.L,p6,405.42,20170517
WOS.L,r,20.55,20170517
WOS.L,r5,1.12,20170517
WOS.L,r6,16.27,20170517
WOS.L,r7,15.02,20170517
WOS.L,m6,0.73,20170517
WOS.L,m8,-0.78,20170517
WOS.L,d,1.32,20170517
WOSYY,y,2.04,20170517
WOSYY,p,6.46,20170517
WOSYY,k,6.63,20170517
WOSYY,j,4.62,20170517
WOSYY,k5,-3.92,20170517
WOSYY,j6,37.88,20170517
WOSYY,e,0.31,20170517
WOSYY,e7,0.34,20170517
WOSYY,e8,0.39,20170517
WOSYY,t8,6.95,20170517
WOSYY,b4,1.58,20170517
WOSYY,p5,0.78,20170517
WOSYY,p6,4.08,20170517
WOSYY,r,20.72,20170517
WOSYY,m6,4.38,20170517
WOSYY,m8,0.47,20170517
WOSYY,d,0.13,20170517
WPB.VI,p,9.01,20170517
WPB.VI,k,9.15,20170517
WPB.VI,j,6.56,20170517
WPB.VI,k5,0.0,20170517
WPB.VI,j6,39.48,20170517
WPB.VI,m6,14.15,20170517
WPB.VI,m8,8.35,20170517
WPC,y,6.41,20170517
WPC,p,62.19,20170517
WPC,k,72.89,20170517
WPC,j,55.77,20170517
WPC,k5,-13.32,20170517
WPC,j6,13.28,20170517
WPC,e,2.48,20170517
WPC,e7,2.68,20170517
WPC,e8,2.34,20170517
WPC,t8,62.93,20170517
WPC,b4,30.57,20170517
WPC,p5,7.49,20170517
WPC,p6,2.03,20170517
WPC,r,25.49,20170517
WPC,r7,27.0,20170517
WPC,m6,3.39,20170517
WPC,m8,0.76,20170517
WPC,d,3.98,20170517
WPCT.L,p,92.45,20170517
WPCT.L,k,92.83,20170517
WPCT.L,j,80.5,20170517
WPCT.L,k5,-0.68,20170517
WPCT.L,j6,14.53,20170517
WPCT.L,m6,9574.16,20170517
WPCT.L,m8,9461.24,20170517
WPG,y,12.77,20170517
WPG,p,7.56,20170517
WPG,k,14.15,20170517
WPG,j,7.31,20170517
WPG,k5,-47.173,20170517
WPG,j6,2.257,20170517
WPG,e,0.29,20170517
WPG,e7,1.05,20170517
WPG,e8,0.33,20170517
WPG,t8,8.8,20170517
WPG,b4,4.625,20170517
WPG,p5,1.677,20170517
WPG,p6,1.635,20170517
WPG,r,25.776,20170517
WPG,r5,0.0,20170517
WPG,r6,7.119,20170517
WPG,r7,22.652,20170517
WPG,m6,-20.859,20170517
WPG,m8,-14.052,20170517
WPG,d,1.0,20170517
WPG.L,y,0.4,20170517
WPG.L,p,317.4,20170517
WPG.L,k,320.8,20170517
WPG.L,j,247.6,20170517
WPG.L,k5,-1.62,20170517
WPG.L,j6,27.46,20170517
WPG.L,e,6.6,20170517
WPG.L,e7,13.37,20170517
WPG.L,b4,0.42,20170517
WPG.L,p5,561.18,20170517
WPG.L,p6,757.52,20170517
WPG.L,r,47.82,20170517
WPG.L,r5,1.45,20170517
WPG.L,r6,23.61,20170517
WPG.L,r7,20.24,20170517
WPG.L,m6,11.57,20170517
WPG.L,m8,3.89,20170517
WPG.L,d,0.02,20170517
WPK.TO,y,0.2,20170517
WPK.TO,p,59.76,20170517
WPK.TO,k,59.85,20170517
WPK.TO,j,42.4,20170517
WPK.TO,k5,-2.231,20170517
WPK.TO,j6,38.007,20170517
WPK.TO,e,1.636,20170517
WPK.TO,e7,1.75,20170517
WPK.TO,b4,11.273,20170517
WPK.TO,p5,4.555,20170517
WPK.TO,p6,5.301,20170517
WPK.TO,r,35.767,20170517
WPK.TO,r5,0.0,20170517
WPK.TO,r6,33.437,20170517
WPK.TO,r7,31.291,20170517
WPK.TO,m6,17.455,20170517
WPK.TO,m8,5.459,20170517
WPK.TO,d,0.12,20170517
WPP.L,y,4.23,20170517
WPP.L,p,1717.0,20170517
WPP.L,k,1928.07,20170517
WPP.L,j,1204.0,20170517
WPP.L,k5,-11.26,20170517
WPP.L,j6,42.11,20170517
WPP.L,e,108.0,20170517
WPP.L,e7,126.49,20170517
WPP.L,b4,7.36,20170517
WPP.L,p5,151.19,20170517
WPP.L,p6,233.29,20170517
WPP.L,r,15.84,20170517
WPP.L,m6,-2.99,20170517
WPP.L,m8,0.02,20170517
WPP.L,d,0.91,20170517
WPPGF,y,3.0,20170517
WPPGF,p,21.5,20170517
WPPGF,k,23.96,20170517
WPPGF,j,19.4,20170517
WPPGF,k5,-10.27,20170517
WPPGF,j6,10.82,20170517
